OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02101350,Sample-Routine,Water,Surface Water,2021-07-14,14:40:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, high stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-123164600,,,Phosphorus,Total,0.398,mg/l as P,,Preliminary,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2021-07-28,sample was diluted,,Detection limit by DQCALC,0.003,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02101350,Sample-Routine,Water,Surface Water,2021-07-14,14:40:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, high stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-123164601,,,Phosphorus,Dissolved,0.127,mg/l as P,,Preliminary,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2021-07-28,,,Detection limit by DQCALC,0.003,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02101350,Sample-Routine,Water,Surface Water,2021-07-14,14:40:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, high stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-123164633,,,Nitrogen,Suspended,0.711,mg/l,,Preliminary,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2021-10-05,,,Long Term Method Detection Level,0.03,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02101346,Sample-Routine,Water,Surface Water,2021-04-13,11:30:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, high stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-123163816,,,Phosphorus,Total,0.441,mg/l as P,,Preliminary,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2021-05-13,sample was diluted,,Detection limit by DQCALC,0.003,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02101346,Sample-Routine,Water,Surface Water,2021-04-13,11:30:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, high stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-123163817,,,Phosphorus,Dissolved,0.113,mg/l as P,,Preliminary,,Actual,,,,,,,,,,Hold time parameters were exceeded during the collection to analysis phase of sample processing.,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2021-05-21,holding time exceededsee result laboratory comment,,Detection limit by DQCALC,0.003,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02101346,Sample-Routine,Water,Surface Water,2021-04-13,11:30:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, high stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-123163849,,,Nitrogen,Suspended,0.613,mg/l,,Preliminary,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2021-06-16,,,Long Term Method Detection Level,0.03,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02100444,Sample-Routine,Water,Surface Water,2021-05-12,11:50:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,Rising stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-121234237,,,Phosphorus,Total,0.195,mg/l as P,,Preliminary,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2021-06-09,,,Detection limit by DQCALC,0.003,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02100444,Sample-Routine,Water,Surface Water,2021-05-12,11:50:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,Rising stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-121234238,,,Phosphorus,Dissolved,0.070,mg/l as P,,Preliminary,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2021-06-08,,,Detection limit by DQCALC,0.003,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02100444,Sample-Routine,Water,Surface Water,2021-05-12,11:50:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,Rising stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-121234270,,,Nitrogen,Suspended,0.445,mg/l,,Preliminary,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2021-08-02,,,Long Term Method Detection Level,0.03,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02101351,Sample-Routine,Water,Surface Water,2021-08-11,12:30:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, normal stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-123164798,,,Phosphorus,Total,0.218,mg/l as P,,Preliminary,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2021-08-27,sample was diluted,,Detection limit by DQCALC,0.003,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02101351,Sample-Routine,Water,Surface Water,2021-08-11,12:30:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, normal stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-123164799,,,Phosphorus,Dissolved,0.109,mg/l as P,,Preliminary,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2021-08-25,,,Detection limit by DQCALC,0.003,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02101351,Sample-Routine,Water,Surface Water,2021-08-11,12:30:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, normal stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-123164831,,,Nitrogen,Suspended,0.398,mg/l,,Preliminary,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2021-11-15,,,Long Term Method Detection Level,0.03,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02101353,Sample-Routine,Water,Surface Water,2021-09-09,12:10:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, low stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-123165191,,,Phosphorus,Total,0.226,mg/l as P,,Preliminary,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2021-10-07,sample was diluted,,Detection limit by DQCALC,0.003,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02101353,Sample-Routine,Water,Surface Water,2021-09-09,12:10:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, low stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-123165192,,,Phosphorus,Dissolved,0.123,mg/l as P,,Preliminary,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2021-09-30,,,Detection limit by DQCALC,0.003,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02101353,Sample-Routine,Water,Surface Water,2021-09-09,12:10:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, low stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-123165224,,,Nitrogen,Suspended,0.455,mg/l,,Preliminary,,Actual,,,,,,,,,,Hold time parameters were exceeded during the collection to analysis phase of sample processing.,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2021-12-28,holding time exceededsee result laboratory comment,,Long Term Method Detection Level,0.03,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02100788,Sample-Routine,Water,Surface Water,2021-07-27,15:20:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,ID-05630A,,Rising stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-121689992,,,Phosphorus,Total,0.277,mg/l as P,,Preliminary,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2021-08-12,sample was diluted,,Detection limit by DQCALC,0.003,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02100788,Sample-Routine,Water,Surface Water,2021-07-27,15:20:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,ID-05630A,,Rising stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-121689993,,,Phosphorus,Dissolved,0.134,mg/l as P,,Preliminary,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2021-08-11,,,Detection limit by DQCALC,0.003,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02100788,Sample-Routine,Water,Surface Water,2021-07-27,15:20:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,ID-05630A,,Rising stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-121690025,,,Nitrogen,Suspended,0.385,mg/l,,Preliminary,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2021-10-21,,,Long Term Method Detection Level,0.03,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02100443,Sample-Routine,Water,Surface Water,2021-04-26,15:20:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,Rising stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-121234039,,,Phosphorus,Total,0.223,mg/l as P,,Preliminary,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2021-05-25,sample was diluted,,Detection limit by DQCALC,0.003,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02100443,Sample-Routine,Water,Surface Water,2021-04-26,15:20:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,Rising stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-121234040,,,Phosphorus,Dissolved,0.084,mg/l as P,,Preliminary,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2021-05-26,,,Detection limit by DQCALC,0.003,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02100443,Sample-Routine,Water,Surface Water,2021-04-26,15:20:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,Rising stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-121234071,,,Nitrogen,Suspended,0.171,mg/l,,Preliminary,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2021-06-30,,,Long Term Method Detection Level,0.03,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02200519,Sample-Routine,Water,Surface Water,2022-03-02,12:40:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, normal stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-123295035,,,Phosphorus,Total,0.294,mg/l as P,,Accepted,,Actual,,,,,,,,,,Hold time parameters were exceeded during the collection to analysis phase of sample processing.,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2022-04-06,holding time exceededsee result laboratory commentsample was diluted,,Detection limit by DQCALC,0.003,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02200519,Sample-Routine,Water,Surface Water,2022-03-02,12:40:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, normal stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-123295036,,,Phosphorus,Dissolved,0.133,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2022-03-31,,,Detection limit by DQCALC,0.003,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02200519,Sample-Routine,Water,Surface Water,2022-03-02,12:40:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, normal stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-123295066,,,Nitrogen,Suspended,0.338,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2022-04-19,,,Long Term Method Detection Level,0.03,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02200502,Sample-Routine,Water,Surface Water,2022-03-14,15:20:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, normal stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-123282579,,,Phosphorus,Total,0.273,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2022-04-12,sample was diluted,,Detection limit by DQCALC,0.003,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02200502,Sample-Routine,Water,Surface Water,2022-03-14,15:20:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, normal stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-123282580,,,Phosphorus,Dissolved,0.086,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2022-04-12,,,Detection limit by DQCALC,0.003,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02200502,Sample-Routine,Water,Surface Water,2022-03-14,15:20:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, normal stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-123282610,,,Nitrogen,Suspended,0.325,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2022-04-28,,,Long Term Method Detection Level,0.03,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02200658,Sample-Routine,Water,Surface Water,2022-04-13,11:10:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, normal stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-123411614,,,Phosphorus,Total,0.283,mg/l as P,,Accepted,,Actual,,,,,,,,,,Hold time parameters were exceeded during the collection to analysis phase of sample processing.,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2022-05-19,holding time exceededsee result laboratory commentsample was diluted,,Detection limit by DQCALC,0.003,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02200658,Sample-Routine,Water,Surface Water,2022-04-13,11:10:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, normal stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-123411615,,,Phosphorus,Dissolved,0.079,mg/l as P,,Accepted,,Actual,,,,,,,,,,Hold time parameters were exceeded during the collection to analysis phase of sample processing.,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2022-05-24,holding time exceededsee result laboratory comment,,Detection limit by DQCALC,0.003,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02200658,Sample-Routine,Water,Surface Water,2022-04-13,11:10:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, normal stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-123411643,,,Nitrogen,Suspended,0.425,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2022-05-26,,,Long Term Method Detection Level,0.03,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02201781,Sample-Routine,Water,Surface Water,2022-06-22,14:50:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-125717490,,,Phosphorus,Total,0.340,mg/l as P,,Preliminary,,Actual,,,,,,,,,,Hold time parameters were exceeded during the collection to analysis phase of sample processing.,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2022-08-17,holding time exceededsample was dilutedsee result laboratory comment,,Detection limit by DQCALC,0.003,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02201781,Sample-Routine,Water,Surface Water,2022-06-22,14:50:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-125717491,,,Phosphorus,Dissolved,0.123,mg/l as P,,Preliminary,,Actual,,,,,,,,,,Hold time parameters were exceeded during the collection to analysis phase of sample processing.,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2022-08-04,holding time exceededsee result laboratory comment,,Detection limit by DQCALC,0.003,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02201781,Sample-Routine,Water,Surface Water,2022-06-22,14:50:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-125717516,,,Nitrogen,Suspended,0.519,mg/l,,Preliminary,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2022-08-24,,,Long Term Method Detection Level,0.03,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02201241,Sample-Routine,Water,Surface Water,2022-05-11,13:30:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, high stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-124183644,,,Phosphorus,Total,0.412,mg/l as P,,Accepted,,Actual,,,,,,,,,,Hold time parameters were exceeded during the collection to analysis phase of sample processing.,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2022-06-28,holding time exceededsee result laboratory commentsample was diluted,,Detection limit by DQCALC,0.003,mg/l as P,,,NWIS
